sample_id,Al_pct,Mg_pct,Si_pct,Cu_pct,Zn_pct,Fe_pct,aging_temp_C,aging_time_hr,cooling_rate_Cps,grain_size_um,tensile_strength_MPa,elongation_pct,hardness_HV
513,96.26,2.03,0.41,1.6,0.46,0.273,200.6,18.21,42.05,36.4,360.2,19.5,116.2
514,97.75,2.01,0.62,0.24,2.43,0.563,205.8,7.32,38.42,75.4,332.0,20.4,107.9
515,97.04,2.7,0.94,1.5,3.98,0.393,120.9,6.38,8.75,22.2,380.2,18.22,119.7
516,94.1,1.39,1.06,1.14,0.84,0.492,165.6,11.87,35.29,53.3,318.2,21.47,105.6
517,97.53,2.98,1.17,1.32,0.19,0.119,125.6,22.24,28.57,39.7,376.1,19.33,117.6
518,94.87,1.79,0.37,0.17,2.91,0.408,179.1,11.5,1.6,21.2,341.8,17.49,113.6
519,96.3,0.31,0.71,0.81,1.12,0.535,165.6,18.61,34.29,36.9,293.0,20.96,84.1
520,94.28,1.31,0.15,1.78,2.09,0.073,167.7,14.63,26.81,72.2,341.5,18.19,119.1
521,97.42,0.52,0.43,0.86,1.95,0.318,198.6,11.2,18.85,34.1,311.5,19.23,94.7
522,96.14,1.14,0.49,1.86,1.29,0.483,139.4,2.5,48.34,21.1,328.3,19.33,96.6
523,97.48,2.09,1.29,1.1,1.38,0.415,160.5,6.48,28.47,75.3,324.7,18.84,101.9
524,95.03,2.58,0.57,1.73,0.63,0.061,200.1,18.96,40.91,71.7,378.8,20.18,117.5
525,97.76,0.54,0.97,1.73,3.11,0.503,151.7,20.19,32.68,68.5,329.9,20.07,103.5
526,98.81,0.25,0.62,1.96,3.5,0.198,131.3,11.39,30.71,37.5,316.8,19.82,105.3
527,94.74,2.61,1.08,0.82,2.98,0.55,165.1,12.84,14.07,25.2,367.1,18.11,126.0
528,98.95,0.77,0.71,0.16,0.91,0.5,219.2,8.41,36.49,68.0,261.4,22.41,83.6
529,94.78,1.57,1.05,0.44,4.11,0.136,213.4,12.0,33.03,79.0,370.5,20.89,117.2
530,95.27,1.12,0.93,1.66,1.29,0.414,159.5,6.9,45.5,30.5,311.5,22.21,99.2
531,98.44,1.93,0.5,0.35,4.08,0.165,188.6,13.45,21.32,24.3,398.1,16.75,133.9
532,94.46,1.71,1.11,0.11,0.9,0.567,141.1,4.7,38.21,33.8,303.6,19.48,96.6
533,97.23,0.89,0.42,1.32,1.26,0.332,132.1,20.94,39.9,60.5,298.0,19.99,88.6
534,97.46,0.98,1.3,1.69,1.71,0.343,132.7,7.11,32.79,59.4,303.5,21.2,97.2
535,98.59,1.49,1.26,1.49,0.68,0.417,187.7,2.2,27.84,21.9,321.5,20.27,93.4
536,94.81,0.3,1.15,1.64,4.27,0.556,177.2,20.95,7.41,49.3,352.3,17.97,111.7
537,95.93,1.64,0.94,1.13,1.03,0.144,160.3,5.8,49.76,60.2,348.2,18.4,117.1
538,96.51,2.07,0.5,0.84,2.59,0.409,169.7,9.16,5.36,44.8,333.0,18.92,111.3
539,97.92,2.4,0.33,1.97,1.73,0.053,190.9,15.12,7.86,23.1,397.7,15.57,132.4
540,98.75,1.69,1.03,1.39,1.63,0.521,210.2,20.61,46.46,54.6,364.8,20.79,107.7
541,95.06,2.43,0.14,1.6,2.56,0.326,170.9,11.95,6.11,67.5,892.25,19.07,107.4
542,97.14,2.5,0.2,1.49,4.46,0.056,168.2,9.03,25.35,5.6,472.5,14.17,143.3
543,94.64,1.38,1.25,1.97,4.74,0.276,133.3,3.59,20.99,68.5,353.5,21.52,124.7
544,98.66,2.88,1.42,0.59,1.78,0.579,141.0,18.25,25.76,43.6,381.2,19.91,111.2
545,96.25,1.23,1.43,1.33,4.55,0.303,186.5,10.56,28.79,69.4,392.4,17.95,133.0
546,94.93,2.25,0.77,0.16,1.86,0.594,185.5,22.31,14.32,42.1,348.3,22.3,95.2
547,98.25,1.46,1.19,1.46,1.67,0.418,211.5,3.94,6.84,28.4,319.2,21.26,98.9
548,96.68,1.97,0.2,0.58,3.74,0.255,205.0,21.4,47.43,,397.7,17.55,124.1
549,94.81,2.71,1.34,1.43,2.77,0.257,172.7,16.34,43.12,53.8,430.1,19.65,131.7
550,95.99,2.9,0.97,0.2,2.03,0.28,136.7,13.36,15.18,6.5,408.9,18.27,126.9
551,95.6,1.03,1.31,1.29,1.81,0.261,178.9,11.51,11.21,17.4,360.2,17.51,117.1
552,96.27,1.99,0.39,1.25,0.9,0.392,181.5,2.75,33.13,77.4,316.1,20.37,87.0
553,96.4,1.09,1.08,0.38,0.1,0.545,181.4,16.59,22.86,64.4,272.9,24.18,88.3
554,96.09,1.76,1.05,0.3,2.12,0.257,141.5,22.01,7.78,69.8,302.3,19.33,81.6
555,98.44,2.74,0.42,0.69,0.55,0.549,133.1,9.09,34.26,66.7,309.4,21.13,97.6
556,94.19,2.28,0.91,0.24,4.98,0.417,140.3,20.1,28.2,39.1,375.2,21.55,113.9
557,96.37,0.71,1.45,0.34,3.42,0.303,160.5,3.98,43.85,56.6,319.3,19.87,104.9
558,97.49,1.92,0.91,1.35,3.95,0.579,205.2,18.13,28.33,8.7,443.0,17.03,140.9
559,94.03,2.38,1.37,1.45,0.98,0.143,184.2,11.76,20.01,48.9,357.9,20.01,111.6
560,94.27,0.26,1.11,0.67,2.75,0.523,165.6,20.62,21.49,73.8,293.8,22.59,93.3
561,96.64,2.75,1.04,1.43,4.8,0.34,217.9,15.78,41.52,71.7,440.0,19.32,143.9
562,94.13,2.99,1.03,0.68,2.26,0.178,215.4,12.62,9.41,63.5,383.7,19.85,126.3
563,96.48,2.83,1.33,1.93,4.55,0.217,134.9,21.29,16.77,70.3,424.1,17.02,132.1
564,94.88,0.22,0.4,1.76,1.23,0.376,204.1,12.21,40.66,27.2,320.7,15.43,96.8
565,98.16,0.66,0.78,0.75,0.07,0.588,146.7,9.71,45.27,13.8,298.5,21.55,94.5
566,97.77,2.51,0.45,1.13,4.32,0.316,140.0,16.46,1.05,31.3,408.2,17.5,134.5
567,97.09,2.0,0.18,1.17,2.22,0.5,165.2,13.39,1.9,67.3,333.2,22.5,105.3
568,94.03,1.84,1.09,0.1,0.91,0.271,137.6,16.09,49.33,55.7,310.5,20.01,95.9
569,96.48,2.14,0.22,1.95,4.12,0.474,124.0,21.28,7.24,69.3,369.4,21.0,123.9
570,96.95,1.11,1.08,0.78,4.95,0.246,182.5,16.55,7.16,59.7,370.4,18.55,119.6
571,96.56,1.65,1.34,1.04,0.96,0.12,138.9,5.94,10.46,42.4,315.3,21.03,105.9
572,95.73,2.1,0.66,1.46,2.92,0.52,185.2,12.48,44.54,50.9,387.5,18.19,135.8
573,96.46,2.19,0.61,1.51,2.88,0.186,139.2,15.19,46.99,62.5,377.1,17.68,122.2
574,97.18,2.46,0.91,1.32,3.24,0.201,198.0,5.29,17.21,40.2,387.2,19.51,118.8
575,97.62,0.92,0.49,0.24,0.39,0.205,194.4,3.72,18.84,56.7,250.5,18.98,74.7
576,97.63,1.26,1.18,1.69,1.58,0.26,175.7,7.78,45.95,60.1,347.2,16.09,111.7
577,95.52,2.62,0.64,1.84,1.89,0.443,181.3,11.9,46.88,48.1,391.2,20.04,124.1
578,94.17,2.36,1.17,0.94,1.76,0.285,132.0,16.39,16.76,70.1,331.9,20.73,103.9
579,94.11,2.07,1.15,0.86,3.22,0.072,120.0,22.73,38.45,35.8,375.8,19.31,127.9
580,95.36,2.08,1.34,1.01,4.83,0.182,153.5,7.18,21.05,79.4,390.9,18.99,138.0
581,94.6,2.59,0.72,1.72,2.16,0.373,179.0,8.39,19.05,74.0,379.8,19.27,120.2
582,96.72,0.61,1.03,1.11,0.25,0.091,192.9,10.96,46.44,75.9,291.3,20.4,95.9
583,94.59,1.45,0.35,1.98,4.39,0.241,184.2,15.68,16.52,25.6,414.2,19.1,135.2
584,96.47,2.88,0.41,1.65,1.77,0.194,189.1,3.59,1.4,73.6,363.8,19.2,122.6
585,94.34,1.25,1.43,0.21,0.07,0.358,180.6,13.22,39.55,,340.3,20.65,119.3
586,97.34,2.21,0.32,0.05,0.46,0.115,213.7,5.64,36.15,62.3,310.6,22.09,101.3
587,94.64,1.89,1.45,1.46,0.23,0.527,206.1,13.42,36.75,40.3,348.0,18.33,117.8
588,95.2,2.71,1.45,1.26,2.56,0.276,168.9,17.32,25.24,41.1,402.8,17.99,127.6
589,95.0,1.31,0.26,0.0,3.46,0.531,205.9,4.57,30.17,6.9,367.4,18.02,119.4
590,95.62,0.48,0.73,1.08,0.78,0.485,135.0,11.53,26.6,75.5,252.1,20.98,78.7
591,98.65,0.65,1.08,1.1,3.46,0.432,130.5,9.25,6.34,17.4,311.8,20.55,104.0
592,98.49,2.85,0.26,1.61,1.76,0.48,189.3,8.69,45.24,18.1,394.7,18.32,131.9
593,97.07,0.63,0.42,1.13,1.68,0.079,123.3,18.11,13.88,13.1,315.8,17.19,104.2
594,97.65,1.36,0.4,1.03,3.22,0.21,161.1,20.97,10.35,69.1,353.0,16.48,114.6
595,94.81,2.68,0.58,0.27,3.8,0.363,166.5,5.82,13.31,36.2,362.3,18.63,120.5
596,98.25,1.86,0.52,0.78,3.4,0.294,166.8,12.35,23.1,46.2,376.9,18.58,120.7
597,98.61,1.4,0.29,0.41,0.96,0.321,175.2,5.12,28.57,46.8,300.2,19.16,85.2
598,96.92,1.59,0.91,0.51,0.27,0.197,170.0,15.54,12.27,37.9,783.0,20.9,104.7
599,95.63,0.31,0.6,0.72,0.21,0.134,150.5,23.08,30.21,55.3,250.9,20.66,83.3
600,96.51,2.18,0.85,1.65,4.14,0.524,136.4,13.25,35.53,41.1,402.8,16.89,124.1
601,94.61,2.63,0.88,0.48,4.78,0.376,201.9,7.94,24.7,69.1,393.9,19.75,120.6
602,98.29,0.97,0.2,0.67,3.69,0.324,140.9,5.01,44.98,67.6,299.3,20.24,98.5
603,95.44,2.24,1.31,0.69,4.13,0.183,131.3,20.14,30.27,61.4,384.9,16.26,129.2
604,94.32,2.29,0.46,1.66,1.55,0.303,124.4,4.98,13.67,45.8,319.4,20.1,102.2
605,94.23,1.17,0.64,1.36,2.15,0.423,158.5,5.58,43.06,67.9,320.9,18.85,104.0
606,94.68,1.49,0.48,0.03,3.37,0.125,150.4,18.55,47.7,5.4,399.7,17.12,114.4
607,98.39,1.3,0.64,1.99,3.33,0.086,194.7,17.85,10.58,79.8,388.0,16.67,125.6
608,98.68,1.21,0.6,1.31,0.0,0.159,178.9,9.58,20.56,39.3,326.5,21.99,107.1
609,97.45,1.45,1.47,1.64,0.62,0.359,172.7,16.91,27.34,75.3,322.6,19.11,94.8
610,98.11,0.8,0.42,0.1,1.95,0.553,196.2,15.83,26.08,15.7,325.2,22.58,105.0
611,96.57,1.49,0.63,0.35,1.92,0.359,170.4,4.56,26.43,75.0,317.3,19.95,94.2
612,97.14,1.42,1.01,1.44,2.93,0.551,199.4,9.52,28.68,61.9,353.9,19.22,109.0
613,94.26,1.65,0.83,0.86,2.25,0.481,174.3,22.41,2.13,25.4,344.1,20.66,117.2
614,95.74,0.4,1.23,0.22,1.17,0.123,175.4,9.61,39.08,14.7,313.8,20.18,86.6
615,94.18,2.44,1.04,0.93,3.41,0.356,176.1,23.93,10.49,5.6,482.0,19.15,152.8
616,94.07,2.58,0.68,1.75,2.86,0.553,218.0,9.36,34.99,79.0,382.0,18.79,120.1
617,96.37,1.51,0.97,1.37,1.81,0.321,175.1,19.1,33.03,26.8,378.0,18.0,125.9
618,94.46,0.97,0.22,1.19,4.92,0.492,206.7,12.33,14.97,70.6,347.9,19.31,112.9
619,98.94,2.95,0.69,0.29,0.71,0.589,162.6,11.76,5.62,31.7,338.3,20.88,110.0
620,97.98,1.55,0.21,1.97,0.41,0.099,206.3,15.22,12.4,67.9,341.6,19.55,102.4
621,95.44,1.52,1.41,0.46,4.37,0.214,157.6,8.27,3.28,37.4,372.8,18.16,119.9
622,98.35,1.88,0.93,1.75,1.6,0.163,211.3,9.11,49.64,28.6,394.6,19.04,122.4
623,95.3,0.34,0.72,0.34,4.46,0.57,166.5,22.88,32.07,22.9,374.6,17.72,119.5
624,94.23,1.35,1.34,1.25,2.52,0.106,162.3,4.87,19.89,44.3,331.4,19.86,104.0
625,95.06,2.56,0.58,0.17,1.14,0.228,128.8,13.43,31.19,37.2,324.3,20.76,107.4
626,94.55,2.17,1.03,1.68,1.17,0.324,156.5,22.0,13.02,6.6,442.3,19.56,135.0
627,96.96,1.37,0.19,1.24,1.41,0.119,198.5,15.05,10.56,41.3,324.7,22.14,100.4
628,98.0,1.71,0.75,0.42,0.72,0.569,188.3,20.62,3.42,76.1,299.6,22.85,91.3
629,98.49,2.26,0.54,1.97,1.7,0.408,160.5,5.4,34.11,28.6,389.0,17.12,125.9
630,98.06,0.45,0.91,0.82,3.59,0.377,136.5,2.42,38.44,19.0,306.3,18.38,96.0
631,94.09,0.67,0.48,1.09,2.83,0.236,174.2,7.79,48.83,58.9,312.5,21.57,102.7
632,94.33,0.8,1.48,0.92,3.23,0.484,124.6,3.41,6.18,,282.2,18.58,90.5
633,96.0,0.35,1.21,1.35,3.09,0.343,216.6,19.84,8.92,63.6,340.3,19.03,108.2
634,94.23,1.36,1.42,0.61,4.82,0.184,204.0,10.49,15.87,47.2,374.5,21.13,122.3
635,97.14,1.86,1.47,0.45,0.67,0.065,120.1,8.79,16.29,64.7,316.3,18.77,100.3
636,95.88,0.42,0.2,0.43,2.34,0.566,167.5,15.58,43.08,58.1,286.3,21.46,100.1
637,94.62,2.74,0.35,1.34,4.11,0.057,183.7,3.42,12.63,20.5,423.0,22.36,133.2
638,94.47,2.26,1.23,0.55,0.11,0.565,134.8,14.24,47.89,75.8,312.1,20.38,96.2
639,96.36,1.35,0.39,0.28,4.29,0.201,143.4,5.72,19.15,79.9,328.2,21.39,109.7
640,97.81,1.45,1.14,0.48,2.69,0.166,177.6,3.12,39.91,40.1,344.7,18.56,113.4
641,96.99,1.11,0.54,0.56,0.95,0.387,131.3,13.84,3.15,75.7,256.1,23.78,68.0
642,96.2,1.6,0.83,0.77,2.64,0.181,155.9,12.59,18.17,49.6,329.1,17.7,98.3
643,95.06,1.43,0.26,1.51,0.67,0.322,126.7,23.47,24.3,21.8,318.2,17.39,102.5
644,94.59,1.46,0.14,0.72,2.99,0.375,195.1,7.77,33.94,38.0,337.9,22.15,105.3
645,95.16,0.28,0.73,0.32,1.18,0.472,151.4,11.2,13.32,17.3,298.2,19.6,86.7
646,96.14,1.88,1.22,1.77,1.29,0.15,194.2,19.93,38.82,75.3,358.7,21.07,117.0
647,98.74,2.31,0.6,0.85,2.91,0.347,188.9,18.11,31.35,63.0,378.1,18.83,117.2
648,96.48,2.37,0.86,1.82,4.77,0.12,210.6,6.55,25.55,40.4,427.6,17.18,135.2
649,94.47,0.32,0.71,1.61,4.77,0.155,159.0,13.06,34.25,73.0,350.7,21.36,106.0
650,94.34,1.88,1.17,1.81,4.66,0.259,153.3,10.94,1.43,18.1,415.3,17.78,140.9
651,98.83,1.86,0.12,0.08,3.84,0.291,132.1,23.69,11.95,15.6,355.3,21.0,110.9
652,98.98,2.18,0.68,1.6,3.68,0.297,123.1,11.91,34.18,35.2,385.4,17.71,120.2
653,98.04,2.49,0.81,1.25,0.98,0.35,156.3,17.14,12.1,71.8,351.8,20.6,112.9
654,96.73,2.78,0.18,1.19,3.82,0.498,136.3,4.58,29.9,75.3,370.9,17.89,122.5
655,96.95,1.46,0.67,0.81,0.6,0.299,200.7,6.14,15.5,53.5,283.3,19.35,84.0
656,97.86,0.88,0.28,0.35,3.0,0.228,150.1,3.87,47.45,38.7,303.7,16.97,93.5
657,94.51,2.56,0.17,0.86,3.88,0.192,187.0,17.12,37.2,53.1,420.4,18.98,134.5
658,95.19,1.86,0.74,0.21,3.66,0.069,185.7,22.37,1.17,11.1,380.7,17.21,116.8
659,94.55,0.81,0.6,0.37,4.4,0.6,190.3,11.38,37.06,6.9,379.8,18.83,113.3
660,94.93,0.3,1.34,1.02,1.68,0.074,184.4,11.41,24.42,72.2,302.0,17.97,98.0
661,95.41,2.15,1.44,0.19,3.38,0.356,161.7,12.91,16.92,11.8,385.9,18.6,129.5
662,95.22,2.9,1.45,0.17,2.64,0.396,156.8,15.3,39.79,47.5,406.5,19.31,132.7
663,98.6,0.93,1.35,0.79,4.22,0.496,160.6,22.4,42.18,10.4,401.3,18.13,131.4
664,96.56,1.83,1.15,0.72,3.38,0.416,140.6,10.01,43.17,78.5,356.8,18.11,107.8
665,94.9,2.52,0.54,1.62,0.6,0.183,176.3,15.16,46.52,47.7,388.2,18.15,127.2
666,96.84,1.62,1.35,0.73,2.18,0.439,189.0,5.96,37.81,8.2,365.1,19.79,107.8
667,97.25,0.99,0.95,0.71,2.93,0.558,189.3,2.95,4.35,9.2,310.4,20.07,107.0
668,97.84,2.7,0.99,0.92,0.04,0.422,195.8,18.18,44.22,65.7,362.3,19.82,114.3
669,95.38,2.35,0.67,1.0,1.58,0.254,214.1,19.88,16.44,33.2,370.4,20.59,123.1
670,95.56,1.35,0.13,1.21,4.99,0.138,151.5,16.03,44.5,24.0,389.2,18.64,133.9
671,97.05,2.25,1.04,0.59,1.67,0.457,204.9,21.19,48.94,46.0,370.5,20.75,119.6
672,98.12,2.3,0.39,1.44,2.06,0.57,202.2,6.11,9.1,11.8,387.3,20.68,131.8
673,97.16,0.79,1.09,1.47,1.02,0.216,165.4,21.74,8.2,44.3,290.6,21.06,98.1
674,98.53,0.85,0.77,1.36,4.35,0.332,153.6,2.89,38.38,6.9,396.6,16.31,115.2
675,95.26,1.02,0.99,0.38,3.58,0.435,129.5,11.36,13.83,40.6,295.3,20.11,93.7
676,98.99,2.66,1.42,0.77,2.03,0.32,161.3,20.91,19.74,47.3,377.7,17.42,120.5
677,97.69,0.92,0.52,0.05,3.05,0.156,181.3,17.94,5.5,59.2,313.0,19.29,94.9
678,98.92,0.29,0.32,0.15,0.38,0.476,203.9,22.0,39.89,72.8,266.8,20.46,80.0
679,96.99,2.52,0.44,1.6,3.43,0.061,145.2,20.84,8.8,13.6,422.8,18.16,129.2
680,98.48,0.8,0.95,1.91,1.56,0.494,123.2,18.54,22.18,21.2,299.9,22.91,92.6
681,96.53,1.91,1.43,1.29,0.33,0.269,147.4,22.54,32.67,30.2,367.2,16.74,119.3
682,96.97,0.54,0.69,0.5,1.74,0.544,203.2,10.74,8.84,72.2,272.4,20.74,86.1
683,94.8,0.66,1.45,0.12,4.29,0.459,154.6,13.11,20.5,56.5,307.5,19.12,97.9
684,98.86,0.29,1.18,1.16,4.06,0.491,173.4,21.32,32.25,6.5,392.4,17.45,116.9
685,97.62,0.72,0.94,1.32,2.05,0.297,199.3,7.06,38.0,63.4,303.7,22.37,93.3
686,96.91,0.73,0.24,0.3,4.45,0.246,169.0,3.9,18.59,34.9,310.7,20.61,106.4
687,95.98,2.7,1.2,0.89,2.16,0.093,144.9,8.05,26.14,64.9,374.4,19.93,117.9
688,97.29,2.49,0.46,1.95,4.54,0.071,186.2,7.53,19.97,32.6,438.2,18.67,149.1
689,95.12,2.65,0.19,0.92,4.63,0.555,147.1,13.71,15.07,50.2,393.4,18.29,135.5
690,98.18,0.57,0.51,0.6,1.08,0.319,157.3,13.92,11.51,17.4,279.5,21.32,85.1
691,97.56,1.69,0.54,0.51,0.98,0.475,168.5,7.13,47.9,70.6,306.3,20.61,100.1
692,97.1,2.0,1.41,0.44,0.56,0.51,186.9,22.52,39.52,69.6,338.0,19.08,95.9
693,95.08,1.5,0.54,1.67,1.31,0.096,205.0,14.97,34.31,67.0,357.6,22.41,107.9
694,95.7,2.23,0.71,0.99,1.02,0.595,131.8,11.62,7.11,14.6,349.0,21.46,113.2
695,95.11,2.21,1.26,1.94,1.71,0.466,206.2,2.4,37.66,32.9,371.5,19.92,117.1
696,98.18,0.75,0.1,1.93,1.43,0.203,180.9,21.56,23.12,47.7,336.2,20.55,103.4
697,95.82,0.4,1.15,1.51,3.81,0.401,185.4,12.36,16.28,6.9,401.4,17.58,125.3
698,94.38,1.27,0.28,0.24,3.66,0.456,166.2,11.7,11.29,18.9,349.0,20.94,102.9
699,96.37,0.5,0.42,1.8,0.63,0.405,126.1,11.21,3.64,75.6,245.1,21.24,83.2
700,95.47,2.98,0.8,1.77,2.22,0.262,152.1,14.9,1.34,37.4,405.2,20.08,124.4
701,98.36,2.04,0.81,1.68,2.39,0.207,147.3,4.05,37.53,64.8,361.1,20.21,112.8
702,97.42,2.91,0.86,0.58,0.2,0.12,186.2,16.1,22.45,53.8,360.3,18.23,113.1
703,98.27,2.11,0.74,0.14,2.6,0.097,131.6,6.7,25.68,17.5,352.7,18.38,107.3
704,96.98,2.65,0.44,1.88,4.64,0.178,161.3,13.61,14.78,49.9,425.4,17.51,135.6
705,98.47,0.55,0.59,0.34,1.71,0.267,210.4,11.71,12.02,64.5,290.3,19.68,108.4
706,96.59,0.76,1.14,1.32,4.55,0.276,125.0,5.0,34.63,72.8,299.5,17.9,111.1
707,98.17,0.24,1.14,0.4,1.77,0.101,180.9,18.85,38.18,20.7,312.8,20.88,96.0
708,98.37,1.58,0.54,1.34,4.93,0.535,152.1,16.33,15.53,23.3,393.1,15.39,135.4
709,98.04,1.23,0.65,0.97,0.44,0.18,167.3,7.43,10.75,77.5,298.5,20.15,93.4
710,95.49,1.71,0.97,1.53,2.23,0.499,139.3,14.08,15.25,54.3,330.4,22.9,106.2
711,95.82,1.49,0.21,0.9,1.95,0.226,143.1,7.02,25.57,,336.5,17.89,111.0
712,98.07,1.9,0.72,0.1,2.69,0.582,211.7,19.0,47.58,53.2,344.0,18.49,112.0
713,97.39,0.42,0.31,0.07,0.1,0.476,138.0,9.66,12.22,23.0,243.1,23.91,85.2
714,96.46,0.91,1.09,0.65,4.05,0.254,209.7,16.16,31.71,22.1,378.4,18.99,129.2
715,94.76,0.89,0.8,1.04,1.58,0.111,188.7,11.74,14.66,67.7,297.0,19.03,97.3
716,98.08,2.51,1.13,1.8,4.39,0.052,178.5,9.1,21.44,43.0,453.1,16.25,148.0
717,97.12,1.42,0.74,1.26,0.68,0.274,147.9,13.97,24.89,76.5,307.7,19.23,97.7
718,98.7,0.53,0.88,1.66,3.88,0.345,146.5,17.29,13.22,51.9,356.7,19.96,112.7
719,94.12,2.0,0.33,1.1,0.43,0.505,191.4,7.07,41.68,78.3,311.9,20.57,95.5
720,98.63,1.05,0.89,0.63,0.28,0.526,170.7,3.56,26.05,43.7,286.7,20.02,92.7
721,96.98,0.43,0.98,1.46,2.9,0.089,133.9,8.77,49.69,66.1,296.2,21.23,97.8
722,96.7,0.27,0.28,1.83,2.85,0.317,132.5,9.11,8.29,62.5,282.5,19.93,94.6
723,96.14,2.14,1.44,1.94,2.45,0.142,175.7,11.68,42.55,8.0,458.8,15.51,151.1
724,94.53,2.41,0.79,0.62,0.75,0.474,142.7,18.34,37.7,73.8,353.4,19.35,115.1
725,96.75,2.13,1.29,1.65,0.29,0.136,185.1,8.64,8.46,36.8,333.4,18.08,108.3
726,94.7,1.5,0.44,0.95,0.93,0.331,144.6,22.41,32.45,58.7,313.6,19.27,95.0
727,96.96,2.96,0.54,1.59,1.55,0.446,214.7,8.79,3.33,,380.9,17.23,122.4
728,96.9,0.83,0.96,1.99,0.09,0.138,154.6,12.92,23.34,41.1,292.5,19.47,91.2
729,96.18,0.63,1.03,0.81,1.51,0.145,148.0,4.2,25.21,35.2,289.4,20.39,93.7
730,94.08,2.63,0.17,0.32,3.12,0.466,154.0,13.8,6.65,32.6,370.3,16.48,126.6
731,96.54,1.72,1.44,1.7,1.54,0.548,208.8,23.39,40.2,54.2,397.4,18.06,124.2
732,97.99,2.46,0.61,0.34,3.07,0.191,186.7,5.16,3.85,35.6,355.9,17.53,120.9
733,97.88,0.49,0.46,0.1,4.65,0.431,209.5,17.77,41.12,51.6,329.6,21.05,123.1
734,95.45,0.42,0.19,0.02,4.42,0.587,216.7,6.08,10.21,5.4,362.6,18.46,108.8
735,95.73,1.55,0.45,1.13,3.51,0.224,142.0,16.88,43.24,58.6,357.1,17.26,122.6
736,97.64,1.86,0.8,1.66,3.75,0.51,207.5,20.22,29.2,69.0,403.1,18.26,133.7
737,98.65,1.73,0.73,1.41,2.67,0.558,150.3,17.68,13.63,20.2,377.1,20.91,115.7
738,94.09,2.3,0.6,1.89,1.8,0.307,131.7,20.42,3.51,70.5,337.2,18.99,115.1
739,95.78,2.37,0.52,0.23,4.0,0.365,125.5,22.29,34.39,22.8,371.6,17.44,116.8
740,95.11,2.36,1.21,1.15,0.88,0.196,168.6,3.76,18.42,21.4,349.6,19.86,115.3
741,98.23,2.53,0.46,0.77,0.33,0.529,183.7,20.82,45.32,38.3,364.2,18.38,116.3
742,95.24,1.71,0.78,0.24,4.26,0.079,145.9,8.25,44.78,68.8,363.5,19.36,118.1
743,94.7,0.5,0.4,0.75,2.51,0.136,211.4,2.78,46.73,69.6,287.5,19.61,90.0
744,98.39,2.45,0.96,0.11,0.52,0.36,132.2,14.15,39.53,,301.2,21.61,98.0
745,95.69,2.99,0.12,1.0,2.22,0.093,171.8,19.32,39.36,63.1,375.7,19.98,124.5
746,95.21,1.15,1.47,1.53,4.21,0.373,189.2,20.61,17.3,74.8,395.7,21.03,132.2
747,96.78,1.49,1.05,1.19,4.94,0.059,202.3,5.04,6.3,35.2,356.1,18.01,115.9
748,96.44,1.61,0.19,1.15,2.11,0.077,182.9,21.46,34.27,69.8,343.4,19.45,114.2
749,94.93,2.75,0.49,0.87,3.58,0.593,177.9,21.8,38.28,48.3,402.7,20.49,130.1
750,94.77,1.17,0.19,1.3,0.82,0.279,170.9,5.53,6.69,5.8,358.0,20.28,120.8
751,98.93,1.56,0.2,0.54,2.25,0.153,136.8,10.92,11.86,70.6,269.5,20.4,89.9
752,98.85,2.43,0.48,1.54,4.91,0.332,205.3,16.82,15.08,42.6,430.5,16.6,124.2
753,96.28,1.38,0.5,0.5,2.72,0.1,209.5,4.87,19.94,57.3,318.9,21.68,100.9
754,98.78,2.2,0.76,0.11,4.83,0.117,189.6,15.43,12.32,22.3,410.1,18.45,132.6
755,95.85,1.95,1.43,1.24,4.55,0.068,146.3,21.28,28.35,36.9,397.0,19.0,134.7
756,97.97,2.81,1.01,1.21,3.55,0.297,173.0,4.77,4.55,47.4,376.2,20.88,125.1
757,98.75,1.73,0.45,0.81,4.82,0.24,177.7,12.74,5.46,14.9,407.6,20.05,137.6
758,98.54,2.63,0.59,1.79,1.98,0.369,152.9,22.12,17.91,17.9,410.9,18.16,129.5
759,96.8,0.88,0.75,0.71,2.69,0.055,162.5,14.43,3.6,49.8,304.5,20.32,98.1
760,97.85,2.44,0.82,0.69,1.93,0.163,136.1,6.09,21.92,50.9,347.0,19.05,114.5
761,97.16,2.77,0.61,1.11,4.8,0.479,186.3,5.18,45.93,44.9,423.5,15.25,148.0
762,97.73,0.54,0.48,1.65,1.61,0.252,138.2,4.15,23.56,74.8,278.2,21.94,97.9
763,98.45,0.87,1.09,1.87,1.0,0.276,181.5,2.66,48.38,67.4,307.5,19.61,102.9
764,97.48,1.29,1.28,1.61,4.15,0.342,159.4,20.87,30.56,72.9,373.6,20.15,119.1
765,95.83,2.84,0.74,1.75,1.97,0.105,150.2,2.25,37.34,14.6,402.5,17.17,119.6
766,98.11,0.84,0.11,1.35,4.17,0.573,153.7,7.8,40.78,8.0,390.2,19.62,122.7
767,96.36,2.99,1.1,0.25,4.34,0.44,173.7,13.88,47.72,69.1,385.4,18.02,116.7
768,95.13,1.58,0.77,1.47,3.54,0.51,180.4,7.91,21.65,55.1,354.5,18.72,116.4
769,94.16,0.29,1.26,1.22,0.03,0.244,132.9,11.34,39.26,43.6,268.6,17.91,83.5
